id,name,class,age
19948,Richard Patel,premium,40
19949,Lori Meyer,economy,30
19951,Travis Campbell,business,27
19952,Stephanie Parker,economy,57
19953,Jason Coleman,economy,34
19954,Darren Adams,low-cost,44
19955,Ross Cohen,economy,43
19956,Caitlyn Hawkins,low-cost,50
19957,Randy Parker,business,33
19958,Charles Myers,economy,21
19959,Nicole Mosley,business,25
19960,Jared Small,business,43
19961,Joseph Harris,low-cost,38
19962,Maria Turner,economy,26
19963,Teresa Shaw,business,30
19964,Laura Hubbard,economy,38
19965,Tracey Camacho,low-cost,31
19966,Jeffrey Williams,low-cost,39
19967,Katrina Howard,low-cost,26
19968,Lisa Abbott,low-cost,27
19969,James Collier,business,26
19970,Phillip Andrade,low-cost,8
19971,Taylor Higgins,low-cost,18
19972,Anthony Price,low-cost,12
19973,Jennifer Roberts,economy,30
19974,Thomas Woodard,low-cost,42
19975,Jason Riddle,business,46
19976,Lisa Chavez,business,35
19977,Michael Lozano,business,30
19978,Luis Johnson,premium,22
19979,Mr. Paul Sanders,premium,24
19980,Cindy Douglas,premium,23
19981,Lisa Torres,economy,43
19982,Robert Clark,low-cost,35
19983,Lisa Medina,economy,28
19984,Monica Benson,low-cost,34
19985,Austin Carlson,premium,47
19986,Clinton Schwartz,economy,18
19987,Jessica Perez,business,18
19988,Andrea Stanley,business,27
19989,Cathy Smith,premium,34
19990,Charles Williams,economy,30
19991,Melissa Gibson,low-cost,34
19992,Jasmine Thomas,economy,21
19993,Terry Reed,premium,36
19994,Jennifer Johnson,economy,37
19995,Bruce Hamilton,economy,38
19996,Amy Phillips,low-cost,46
19997,James Gregory,low-cost,36
19998,Aaron Chen,economy,43
19999,Dr. Rachel Duarte,low-cost,39
20000,Mr. Michael Berger DVM,business,6
20001,Steven Cervantes,premium,20
20002,Nicholas Young,business,21
20003,James Valenzuela,low-cost,34
20004,Madeline Nichols,low-cost,19
20005,Bradley Moses,business,11
20006,Jacob Perry,business,24
20007,Jennifer Stephenson,premium,37
20008,Charlene Shields,economy,29
20009,Justin Meyer,economy,20
20011,Sheila Reyes,premium,3
20012,Anthony Carr,economy,29
20013,Misty Rodriguez,economy,38
20014,Terri French,low-cost,33
20015,Alejandra Barnett,economy,26
20016,Howard Wagner,business,32
20017,Tiffany Wright,economy,16
20018,Terri Andrade,low-cost,18
20019,Abigail Lee,low-cost,30
20020,Andrew Clark,low-cost,34
20021,Robin Martinez,low-cost,44
20022,Scott Wood,premium,23
20023,Robert Greene,low-cost,20
20024,Janet Pennington,economy,57
20025,Jamie Terry,low-cost,32
20026,Cody Perez,low-cost,34
20027,Dr. Barbara Riley,business,43
20028,Courtney Koch,low-cost,56
20029,Aaron Walsh,economy,39
20030,Heather Sanchez,business,31
20031,Melissa Miller,premium,24
20032,Stephen Jones,business,32
20033,Cameron Torres,business,36
20034,Lisa Boyd,economy,6
20035,Tammy Hudson,business,38
20037,Anthony Harvey,economy,42
20038,Kenneth Fowler,economy,34
20039,Harold Wolfe,economy,40
20040,Amanda Dudley,low-cost,27
20041,Janet Roy,economy,59
20042,Ruth Beard,low-cost,11
20043,Laurie Cain,premium,48
20044,Ralph Alvarez,business,19
20045,John Liu,economy,28
20046,Natalie Warren,business,38
20047,Brittany Martin,low-cost,25
20048,Dawn Reynolds,low-cost,26
20049,Kayla Everett,economy,44
20050,Heather Fleming,low-cost,29
20051,Dalton Wright,business,45
20052,Crystal Johnson,low-cost,39
20053,Chelsea Tanner,economy,37
20054,Jamie Hooper,economy,40
20055,Jeffrey Ryan,economy,29
20056,Timothy Olson,economy,35
20057,Daniel Newman,low-cost,56
20058,Timothy Mccall,economy,10
20059,Kelsey Humphrey,low-cost,39
20060,Eric Gomez,low-cost,25
20061,Mrs. Donna Walters,business,43
20062,Jo Carter,business,32
20063,Adam Ramirez,low-cost,38
20064,Karen Farrell,low-cost,27
20065,Adam Day,premium,20
20066,Cristina Bradshaw,economy,7
20067,Arthur Davis,business,27
20068,Joan Curry,low-cost,33
20069,Robert Simmons,business,36
20070,Barbara Bates MD,business,24
20071,Karen Kelley,economy,31
20072,Edwin Fisher,economy,28
20073,Gary Moore,economy,21
20074,Bill Bush,premium,26
20075,Gerald Knight,premium,15
20076,Danielle Flores,premium,20
20077,Derek Jones,low-cost,37
20078,Monica Chavez,low-cost,41
20079,Richard Smith,low-cost,29
20080,Charles Singleton,economy,32
20081,Molly May,business,32
20082,Carolyn Jones,premium,26
20083,David Klein,economy,45
20084,Ashley Wright,economy,45
20085,Tony Pitts,low-cost,33
20086,Scott Frazier,low-cost,34
20087,Katie Jones,premium,26
20088,Lori Mckenzie,low-cost,26
20089,Evelyn Bradshaw,premium,24
20090,Amber Cherry,economy,31
20091,Henry Riley,economy,21
20092,Timothy Cherry,business,23
20093,Daniel Lewis,economy,41
20094,Denise Fitzgerald,economy,58
20095,Carolyn Duke,economy,12
20096,Deborah Lee,economy,43
20097,Pamela Cruz,low-cost,31
20098,Melinda Robbins,business,41
20099,Michael Williams,low-cost,35
20100,Kenneth House,low-cost,21
20101,Roberto Zuniga,business,32
20102,Heidi Ross,business,28
20103,Leah Kidd,low-cost,22
20104,Rachel Hood,low-cost,32
20105,Stacy Stephenson,low-cost,15
20106,Peter Nelson,economy,46
20107,Christopher Mccann,business,45
20108,Alexandra Tate,economy,57
20109,Gregory George,low-cost,22
20110,Thomas Sullivan,low-cost,14
20111,Jesse Green,low-cost,28
20112,Terrance Joseph,low-cost,25
20113,Bob White,low-cost,45
20114,Mr. Paul Sanders DVM,premium,33
20115,Jonathan Gonzales,low-cost,34
20116,Ian Cook,economy,42
20117,Amy Johnson,economy,32
20118,Robert Porter,low-cost,42
20119,Dean Wright,economy,19
20120,Jacob Cohen,economy,21
20121,John Brown,business,41
20122,Christopher Hunter,low-cost,49
20123,Ruben Montgomery,low-cost,22
20124,Dorothy Robinson,economy,31
20125,Connie Thomas,economy,41
20126,Tanya Silva,economy,22
20127,Grace Smith,low-cost,23
20128,Bridget Reyes,low-cost,27
20129,Jasmine Rogers,business,26
20130,Michelle Moss,economy,31
20131,Sally Armstrong,economy,41
20132,Randy Bryant DVM,economy,58
20133,Ashley Huang,economy,2
20134,Bradley Perry,economy,6
20135,Jennifer Sharp,economy,9
20136,Julia Peters,economy,51
20137,Paul Gamble,economy,42
20138,Katie Hall,economy,36
20139,Brandi Bailey,economy,23
20140,Charles Long,economy,42
20141,Danielle Anderson,low-cost,22
20142,Meredith Sullivan,premium,9
20143,Spencer Valdez,low-cost,32
20144,Olivia Perez,low-cost,35
20145,Courtney Johnston,economy,30
20146,Maureen Knapp,economy,52
20147,Ryan Wolf MD,economy,47
20148,Kayla Clayton,low-cost,38
20149,Alexander Crosby,business,31
20150,Emily Weber,premium,58
20151,Jonathan Mitchell,low-cost,29
20152,Jonathan Stout,low-cost,47
20153,Mr. Timothy Brown II,economy,33
20154,Rebecca Ellis,low-cost,33
20155,Nicholas Jones,low-cost,25
20156,Troy Caldwell,economy,31
20157,Margaret Meyer,economy,13
20158,Deborah Skinner,premium,33
20159,Chris Fowler,low-cost,30
20160,Amber Ortega,business,29
20161,Shannon Robbins,economy,46
20162,John Rodriguez,economy,8
20163,Robert Nichols,economy,42
20164,Charles Daniels,low-cost,36
20165,Brian Gardner,economy,31
20166,Billy Tucker,business,41
20167,Jeff Weaver,low-cost,19
20168,Danny Thompson,business,41
20169,Michael Miles,economy,44
20170,Randy Andrews,premium,45
20171,Walter Hanson,business,17
20172,Michael Johnston,economy,31
20173,Mr. Kyle Mora,economy,27
20174,Lisa Kelly,economy,35
20175,Daniel French,economy,30
20176,Gregory Dawson,low-cost,28
20177,Ronald Mason,premium,49
20178,Darren Wood,business,27
20179,Albert Morrow,low-cost,19
20180,Chelsey Abbott,premium,24
20181,Rachel Phelps,low-cost,28
20182,Charles Sosa,economy,28
20183,Alyssa Levy,economy,42
20184,Erika Roth,economy,23
20185,Katie Kelley,business,35
20186,Nathan Mann,low-cost,12
20187,Gerald Stanley,premium,23
20188,Jason Ruiz,economy,34
20189,Dr. Tara Garcia,business,21
20190,Dawn Smith,economy,33
20191,Terry Guzman,low-cost,15
20192,Kelsey Adams,business,26
20193,Heidi Richards,economy,46
20194,Gordon Warren,business,23
20195,Rick Morales,economy,19
20196,Jennifer Hodges,business,27
20197,John Webb,low-cost,37
20198,Felicia Dixon,economy,23
20199,Rita Washington,economy,36
20200,Tammy Morris,business,29
20201,Jason Lewis,low-cost,18
20202,Candice Christian,business,74
20203,Cynthia Peck,economy,24
20204,Charles Bryant,economy,42
20205,James Diaz,low-cost,20
20206,Samuel Rogers,premium,15
20207,Jessica Dixon,economy,31
20208,Amber Howard,low-cost,38
20209,Danielle Gomez,economy,44
20210,Christina King,low-cost,35
20211,Kimberly Thompson,economy,40
20212,Jennifer Jones,business,23
20213,George Casey,premium,50
20214,Larry Bruce,economy,51
20215,Bradley Bell,business,20
20216,Barry Smith,economy,22
20217,Michelle West,premium,41
20218,David Mendoza,business,27
20219,Kaitlyn Coleman,low-cost,28
20220,Brandon Johnston,economy,40
20221,Michelle Price,business,35
20222,Kathryn York,low-cost,19
20223,Mark Vaughn,low-cost,33
20224,Amanda Jackson,business,47
20225,Robert Warner,economy,11
20226,Christopher Harris,low-cost,43
20227,Nicole Castillo,low-cost,48
20228,Whitney Nelson,business,37
20229,Robert Hall,business,38
20230,Mark Douglas,economy,42
20231,Allison Reid,economy,40
20232,Andrea Thompson,low-cost,43
20233,Daryl Brooks,economy,34
20234,Adam Thomas,business,30
20235,Michael Diaz,business,45
20236,Robert Jones,economy,48
20237,Teresa Curtis,business,42
20238,Teresa Klein,low-cost,64
20239,Ethan Harrison,low-cost,46
20240,Pamela Lopez,low-cost,37
20241,Alexa Lee,premium,33
20242,Charles Freeman,low-cost,33
20243,Tricia Leblanc,low-cost,7
20244,Mary Proctor,economy,21
20245,Natalie Fox,premium,39
20246,Walter Carter,business,14
20247,Lauren Morris,low-cost,42
20248,Ronald Reynolds,low-cost,15
20249,Margaret Henderson,economy,55
20250,Michael Levine,economy,31
20251,Christian York,economy,26
20252,Anthony May,low-cost,24
20253,Michelle Butler,economy,49
20254,Cassandra Smith,premium,21
20255,Robert Frederick,business,49
20256,Heather Lucas,low-cost,45
20257,Travis Smith,premium,23
20258,Joseph Miller,premium,58
20259,Susan Hernandez,economy,10
20260,Sandra Hamilton,economy,33
20261,Daniel Leach,premium,31
20262,Jennifer Ward,economy,35
20263,Amanda Lee,low-cost,25
20264,Hannah Castillo,low-cost,64
20265,Daniel Meyer PhD,business,19
20266,Teresa Huynh,business,40
20267,Heather Waters,economy,26
20268,Eric Friedman,economy,32
20269,David Jones,business,23
20270,David Moore,economy,19
20271,April Salinas,business,43
20272,Elizabeth Matthews,economy,21
20273,Mr. Patrick Taylor MD,low-cost,28
20274,Angela Shannon,premium,27
20275,Crystal Stone,low-cost,19
20276,Nathan Larson,premium,27
20277,Daniel Lee,low-cost,28
20278,Alicia Tate,economy,51
20279,David Abbott,economy,32
20280,Thomas Taylor,low-cost,33
20281,Edward Byrd,economy,52
20282,Amanda Herrera,economy,14
20283,Tyler Moran,economy,54
20284,Lisa Spencer,business,38
20285,Ricky Martin,premium,30
20286,Stephen Clark,low-cost,41
20287,Emily Sexton,economy,40
20288,Nathan Clark,low-cost,5
20289,Caitlin Reed,business,27
20290,James Perez,business,40
20291,Michael Jackson,low-cost,38
20292,Jeremy Tate,business,47
20293,Nicholas Dorsey,low-cost,28
20294,Jesse Moore,business,60
20295,Sierra Rasmussen,business,17
20296,Jessica Rivera,low-cost,40
20297,Patty Murray,economy,32
20298,Justin Gutierrez,low-cost,43
20299,Thomas Lloyd,low-cost,16
20300,Devin Lewis,low-cost,31
20301,Brandon Waters,economy,24
20302,Morgan Jones,economy,40
20303,Marc Peterson,premium,16
20304,Heather Hull,economy,11
20305,Ashley Williams,business,22
20306,Edward Lee,economy,23
20307,Dr. Mitchell Leonard,low-cost,11
20308,Amanda Nelson,business,32
20309,Brittany Jones,business,20
20310,Elizabeth Watkins,low-cost,9
20311,Steven James,business,38
20312,Karen Blevins,premium,20
20313,Jacqueline Perez,low-cost,42
20314,Wanda Smith,business,44
20315,Kevin Bradley,business,26
20316,Kimberly Morgan,business,45
20317,Allison Jones,economy,24
20318,Christopher Miller,economy,37
20319,Sean Page,low-cost,26
20320,Elizabeth Stewart,low-cost,37
20321,Lori Austin,economy,32
20322,Jamie Perez,economy,28
20323,Samuel Rodriguez,economy,25
20324,Matthew Edwards,low-cost,26
20325,Daryl Jordan,low-cost,39
20326,Sarah Ray,premium,34
20327,Elizabeth Estrada,low-cost,33
20328,James Christensen,low-cost,27
20329,Deborah Johnson,economy,35
20330,Jon Spencer,economy,10
20331,Allison Jordan,premium,18
20332,Gary Dorsey,low-cost,7
20333,Samantha Johnson,low-cost,46
20334,Thomas Franco,business,20
20335,Carol Ayers,low-cost,4
20336,Melissa Robinson,economy,24
20337,Keith Scott,premium,22
20338,Terri Martin,premium,32
20339,Paul Dixon,economy,39
20340,Scott Rubio,economy,52
20341,Lisa Kelley,business,43
20342,Tiffany Roy,economy,22
20343,Dustin Young,economy,28
20344,Stephen Brown,economy,37
20345,Katherine Potts,economy,21
20346,Whitney Torres,business,23
20347,William Frazier,business,45
20348,Joel Lindsey,economy,43
20349,Nancy Watkins,business,21
20350,Kelly Velasquez DVM,low-cost,56
20351,Mary Rodriguez,economy,39
20352,Philip Blevins,economy,31
20353,Darius Ramirez,low-cost,33
20354,Patricia Roberts,low-cost,25
20355,Tammy Armstrong,business,5
20356,David Mathis,business,35
20357,Anthony Doyle,low-cost,22
20358,Brian Alvarez,economy,39
20359,Katherine Gregory,low-cost,52
20360,Mary Herrera,business,35
20361,Jay Nelson,economy,30
20362,Corey Frye,low-cost,19
20363,Catherine Garcia,low-cost,24
20364,James Douglas,business,17
20365,Jason Simmons,business,36
20366,Joe Schmidt,low-cost,34
20367,Christine Walker DDS,economy,43
20368,James Mcclure,economy,7
20369,Margaret Adkins,economy,36
20370,Carmen Williams,economy,45
20371,Joshua Walters,business,48
20372,Mr. Joseph Walker DDS,business,14
20373,Yvonne Martinez,business,28
20374,Jason Johnson,low-cost,40
20375,Tracy Harvey,premium,42
20376,Jenny Cook,low-cost,42
20377,Ashley Klein,premium,24
20378,Eric Williams,economy,18
20379,Eric Ramos,low-cost,42
20380,Rachael Jones,economy,33
20381,Amanda King,low-cost,15
20382,Shawn Gibson,business,11
20383,Joseph Lee,economy,36
20384,Kellie Norris,economy,63
20385,Christina Lynch,economy,29
20386,Christopher Cox,low-cost,15
20387,Holly Willis,economy,38
20388,Jared Gonzalez,economy,27
20389,Michelle Kirby,business,31
20390,Jennifer Barber,economy,30
20391,Charlene Harris,economy,34
20392,Dr. Jennifer Norman,business,18
20393,Clinton Chan,business,36
20394,Chad Hall,business,31
20395,Susan Banks,low-cost,31
20396,Derek Norris,economy,21
20397,Christy Francis,premium,41
20398,Jennifer Rodriguez,business,41
20399,Erica Bailey,low-cost,21
20400,Beverly Wells DVM,economy,41
20401,Willie Neal,economy,34
20402,Jonathan Warren,economy,33
20403,Dustin Lopez,economy,40
20404,Diane Brown,low-cost,42
20405,Ryan Macdonald,economy,22
20406,Jenna Guerra,business,24
20407,Holly Brooks,low-cost,21
20408,Jose Lewis,low-cost,31
20409,Laura Hawkins,low-cost,33
20410,Sharon Young,economy,34
20411,Michelle Scott,premium,35
20412,Rebecca Walton,business,26
20413,Angela Foster,low-cost,14
20414,Theresa Ortiz,economy,40
20415,Jesus Chan,economy,32
20416,Stephanie Smith,low-cost,24
20417,Joe Jones,business,32
20418,Michael Walker,low-cost,8
20419,Susan Potts,premium,31
20420,Logan Sandoval,low-cost,1
20421,Heather Short,business,34
20422,Angela Hernandez,low-cost,33
20423,Johnny Thomas,economy,9
20424,James Stevens,low-cost,19
20425,Katrina White,low-cost,21
20426,Angela Davis,business,32
20427,Douglas Moore,business,30
20428,Manuel Salazar,economy,17
20429,Joshua White,economy,30
20430,Matthew Good,economy,24
20431,Amber Diaz,low-cost,26
20432,Justin Stewart,economy,38
20433,Michael Kelley,low-cost,20
20434,Jessica Murphy,low-cost,20
20435,Elizabeth Ramirez,economy,28
20436,Timothy Bernard,business,33
20437,Michael Stevens,economy,24
20438,Mr. David Mcdowell,economy,31
20439,Daniel Green,business,16
20440,Bobby Hayes,economy,22
20441,Megan Tran,business,43
20442,Marc Baker,low-cost,23
20443,Austin Estrada,economy,37
20444,Brent Wong,premium,49
20445,Dr. Vanessa Ross,economy,50
20446,Brian Peterson MD,economy,21
20447,Charles Grant,premium,47
20448,Kimberly Robinson,economy,28
20449,Edgar Fritz,low-cost,22
20450,Nathan Adams,low-cost,39
20451,Kristine Gay,low-cost,49
20452,Richard Ryan,premium,19
20453,Carrie Robbins,business,39
20454,Michael Payne,economy,14
20455,Jacob Johnson,economy,33
20456,Chad Barnett,business,32
20457,Mark Garrison,premium,17
20458,Molly Townsend,economy,38
20459,Travis Proctor,economy,21
20460,Sarah Rogers,economy,28
20461,Jennifer Alvarez,low-cost,34
20462,James Spence,economy,26
20463,Julian Aguirre,economy,18
20464,Tina Smith,low-cost,44
20465,Rachel Wise,low-cost,38
20466,Samantha Bentley,low-cost,46
20467,Joseph Davis,low-cost,25
20468,Shelby Villa,economy,27
20469,Gloria Warren,economy,45
20470,Tabitha Garcia,business,30
20471,Laura Mendez,business,32
20472,Mark Miller,premium,35
20473,Steven Rodriguez,low-cost,28
20474,Philip Hanson,economy,27
20475,Daniel Harding,premium,33
20476,Laura Harris,economy,18
20477,Jamie Walker,economy,46
20478,Pamela Murphy,low-cost,19
20479,Lisa Ellison,low-cost,8
20480,Sarah Ellis,economy,38
20481,Leslie Smith,economy,49
20482,Christopher Smith,economy,22
20483,Daniel Estes,premium,31
20484,Richard Everett,business,23
20485,Joseph Gillespie,economy,20
20486,Sonya Williams,low-cost,30
20487,Scott Richardson,low-cost,34
20488,Dawn Carter,business,35
20489,Robin Anderson,low-cost,33
20490,Mark Shelton,low-cost,42
20491,Nathan White,business,36
20492,Shelia Larson,economy,34
20493,Tiffany Parsons,low-cost,16
20494,Clayton Nguyen,business,26
20495,Michael Travis,economy,34
20496,Anthony Tran,economy,59
20497,Robert Adams,economy,42
20498,Michelle Ayers,economy,37
20499,Christopher Sanchez DDS,economy,30
20500,Samantha Brown,low-cost,29
20501,Julie Callahan,economy,27
20502,Amanda Bennett,economy,31
20503,Holly Miller,low-cost,55
20504,Ruben Ponce,low-cost,22
20505,Rebecca Williams,low-cost,35
20506,Tiffany Day,low-cost,28
20507,Tina Bailey,economy,42
20508,Michael Jackson,low-cost,40
20509,Erika Herrera,business,30
20510,Julie Washington,business,40
20511,Jonathan Parrish,premium,33
20512,Tammie Nelson,low-cost,42
20513,Brittany Freeman,business,36
20514,Amy Dougherty,business,52
20515,Kathleen Nelson,economy,15
20516,Ryan Pierce,economy,38
20517,Sherry Hamilton,low-cost,41
20518,Jessica Franklin,low-cost,21
20519,Anthony Montoya,low-cost,34
20520,Andrea Taylor,low-cost,24
20521,Julia White,business,35
20522,Christopher Fletcher,economy,49
20523,Michelle Pierce,premium,49
20524,Kathryn Arellano,economy,26
20525,Andrea Hatfield,economy,31
20526,Richard Gomez,economy,25
20527,Kari Robinson,premium,52
20528,James Lewis,business,34
20529,David Stephens,low-cost,55
20530,John Green,business,29
20531,Justin Fields,low-cost,42
20532,Donald Pierce,low-cost,41
20533,Joshua Donovan,low-cost,28
20534,Amanda Gonzalez,economy,21
20535,Joseph Sullivan,low-cost,26
20536,Lisa Lewis,low-cost,22
20537,Jamie Hughes,business,39
20538,Michael White,business,34
