id,name,class,age
2999,Brenda Meyer,economy,26
3000,Nicholas Lopez,low-cost,58
3001,Jeffrey Johnston,economy,26
3002,Dawn Higgins,low-cost,43
3003,Vincent Richards,low-cost,30
3004,Selena Fernandez PhD,premium,36
3005,Michael Werner,premium,33
3006,Jon Mills,economy,30
3007,Heather Ford,business,29
3008,Sandra Cobb,business,53
3009,Michael Garcia,business,50
3010,Victor James,economy,30
3011,Ashley Bates,low-cost,42
3012,Angela Nguyen,low-cost,42
3013,David Hudson,low-cost,34
3014,Terri Barrera,low-cost,27
3015,Thomas Joseph,premium,16
3016,Robert Medina,economy,57
3017,Teresa Vang,low-cost,23
3018,Haley Nicholson,economy,22
3019,Carlos Anderson,economy,31
3020,Keith Lopez,low-cost,31
3021,Deborah Young,low-cost,40
3022,Morgan Vazquez,low-cost,36
3023,Mary Owens,economy,20
3024,Amy Mcdonald DDS,low-cost,10
3025,Jennifer Lane,low-cost,9
3026,Anthony Carlson,low-cost,39
3027,Joshua Ramirez,business,39
3028,Randy Green,low-cost,13
3029,Maria Stevenson,economy,37
3030,Corey Mccall,economy,32
3031,Brandon Cantu,business,46
3032,Rebecca Castillo,business,32
3033,Amanda Solis,low-cost,34
3034,Terry Khan,business,32
3035,Catherine Williams,low-cost,52
3036,Chad Gates,low-cost,37
3037,Julie Matthews,economy,12
3038,Kim Campos,low-cost,33
3039,Christopher Clark,low-cost,28
3040,Kathleen Hale,economy,22
3041,Jason Jensen,economy,39
3042,Joseph Bradley,low-cost,73
3043,Robert Phillips,business,49
3044,Mr. Joshua Blevins,business,26
3045,George Luna,business,34
3046,Jeffrey Hess,business,55
3047,Joanne Lewis,low-cost,41
3048,Stephen Stanley,business,36
3049,Laura Smith,low-cost,31
3050,Justin Phillips,premium,28
3051,Samantha Gray,business,68
3052,Dennis Marshall,low-cost,35
3053,Monica Porter,premium,38
3054,Gabrielle Johnson,low-cost,33
3055,Jordan Burns,low-cost,25
3056,Mary Duran,economy,31
3057,Mary Ford,low-cost,19
3058,Matthew Vasquez,economy,42
3059,Mr. David Conway,economy,50
3060,Tracy Lutz,low-cost,20
3061,Evan Mcguire,low-cost,22
3062,Kristin Mcconnell,premium,32
3063,Nicholas Duran,economy,43
3064,Brooke Ramos,low-cost,44
3065,Teresa Nguyen,business,42
3066,Robert Davis,low-cost,32
3067,Jennifer Blair,low-cost,26
3068,Ryan Larson,low-cost,38
3069,Garrett Dillon,business,18
3070,Kelly Jimenez,low-cost,35
3071,Melissa Jackson,low-cost,42
3072,Mark Hanson,premium,31
3073,Ashley Moreno,economy,23
3074,Rhonda Gray,economy,33
3075,Samantha Brown,premium,17
3076,Jessica Barnes,low-cost,35
3077,Michael Wood,economy,31
3078,Stanley Bradley,low-cost,20
3079,Elizabeth Harper,premium,10
3080,John Valdez,economy,41
3081,Karen Hampton,low-cost,37
3082,Jessica Lucas,economy,35
3083,Jose Davis,economy,34
3084,Anthony Miller,economy,30
3085,Carol Novak,economy,27
3086,Richard Obrien,low-cost,42
3087,Alex Peck,economy,32
3088,Miss Nicole Nolan,low-cost,43
3089,David Solis,business,35
3090,Sandra Norris,premium,26
3091,Stephanie Zamora,economy,33
3092,Allison Figueroa,low-cost,20
3093,Amber Anderson,economy,39
3094,Kimberly Holland,business,36
3095,Marissa Baker,low-cost,26
3096,Lori Morgan,business,14
3097,Jamie Phillips,economy,35
3098,Lori Jones,business,27
3099,Colleen Molina,low-cost,25
3100,Jason Schroeder,low-cost,29
3101,Dr. Angela Chavez,economy,35
3102,Phillip Anderson,business,44
3103,Katherine Barker,business,22
3104,Derrick Hudson,economy,32
3105,George Wallace,low-cost,27
3106,Ryan Haynes,low-cost,28
3107,Laura Gomez,premium,24
3108,David Webster,business,47
3109,Megan Roberts,low-cost,22
3110,Jason Hunt,business,14
3111,Rachel Duncan,economy,17
3112,Lauren Barnes,low-cost,24
3113,William Mccarthy,business,27
3114,Amy Ford,low-cost,19
3115,Vincent Mendez,economy,27
3116,Jessica Mullins,economy,19
3117,Danielle Villarreal,economy,51
3118,Stacey Love,business,29
3119,Darren Newton,low-cost,26
3120,Alexandria Hernandez,economy,27
3121,Jason Friedman,business,21
3122,Virginia Mathews,economy,37
3123,Elizabeth Key,premium,31
3124,Mr. Adam Jordan,economy,9
3125,Monica Smith,business,44
3126,Leslie Wilson,business,25
3127,Amanda Page,low-cost,37
3128,Lori Smith,business,25
3129,Edward Brown,business,28
3130,Heather Wood,economy,21
3131,Ryan Todd,economy,37
3132,Jacob Evans,low-cost,10
3133,Brian Fletcher,low-cost,27
3134,William Blanchard,premium,27
3135,Angela Contreras,business,34
3136,Megan Lee,low-cost,25
3137,Anne Brown,business,39
3138,Mrs. Donna Phillips,low-cost,38
3139,Joseph Long,low-cost,12
3140,Peter Johnson,economy,49
3141,Andrew Gomez,low-cost,39
3142,Peter Williams,low-cost,49
3143,Michael Simpson,low-cost,34
3144,Mark Warren,business,36
3145,Adam Martin,business,17
3146,Christina Parks,low-cost,41
3147,Brandon Anderson,business,36
3148,Michael Erickson,economy,31
3149,Katrina Valdez,economy,32
3150,Vanessa Mitchell,business,23
3151,Laura Lee,low-cost,5
3152,Michelle Rodriguez,economy,17
3153,Eric Spencer,low-cost,44
3154,Laura Johnson,low-cost,40
3155,Jermaine Stone,low-cost,17
3156,Justin Padilla,low-cost,43
3157,Kyle Burch,economy,45
3158,Andrea Barnett,low-cost,39
3159,Alexandria Hawkins,business,31
3160,Mr. Brian Donovan,business,10
3161,Alicia Frost,economy,38
3162,Jessica Shelton,economy,46
3163,Sherri Carpenter,business,48
3164,Dawn Nicholson,business,32
3165,Tracy Alvarez,premium,22
3166,Diana Bell,economy,20
3167,Sandra Deleon,low-cost,38
3168,David Keller,premium,45
3169,Jason Fields,premium,51
3170,Anna Webb DVM,low-cost,34
3171,Zachary Espinoza,economy,23
3172,Patricia Martin,low-cost,19
3173,Megan Pierce,low-cost,25
3174,Alexis Mack,economy,33
3175,Alexis Downs,premium,45
3176,Christina Mcdonald,business,41
3177,Courtney Cooper,economy,39
3178,Dana Medina,economy,40
3179,Alejandro Banks,economy,57
3180,Darren Humphrey,low-cost,46
3181,Kendra Vazquez,low-cost,15
3182,Alison Rodriguez,economy,39
3183,Jeffrey Rivera,low-cost,17
3184,Dawn Martin,economy,45
3185,Amanda Miller,low-cost,43
3186,Angela Whitehead,low-cost,36
3187,Kelli Mclaughlin,business,17
3188,Kimberly Cooper,business,32
3189,Danielle Kelley,premium,38
3190,Peggy Parker,business,24
3191,Mrs. Katherine Cox,economy,7
3192,Jay Barajas,low-cost,23
3193,Andrea Pierce,low-cost,30
3194,Anthony Harris,business,28
3195,Alexander Solomon,economy,50
3196,Rebecca Vasquez,low-cost,39
3197,James Cole,low-cost,21
3198,Chad Rodriguez,low-cost,11
3199,Rachel Castillo,low-cost,51
3200,Vanessa Castillo,low-cost,25
3201,Dr. Maria Nelson,economy,42
3202,Beth Martin,premium,44
3203,Veronica Blair,economy,36
3204,Olivia Wilkinson,business,45
3205,Gregory Phillips,low-cost,42
3206,Michael Harris,business,24
3207,Jose Torres,business,37
3208,Nicholas Blake,business,59
3209,Lauren Craig,low-cost,27
3210,Vickie Dickerson,premium,20
3211,Maria Ayala,low-cost,47
3212,Ashley Alexander,low-cost,42
3213,Vanessa French,economy,18
3214,Joyce Bradshaw,economy,43
3215,Kimberly Nguyen,business,11
3216,Juan Mcbride,business,26
3217,Angelica Miller,premium,29
3218,Matthew Wong,low-cost,8
3219,Catherine Perez,business,36
3220,Kristen Bates,low-cost,31
3221,David Robinson,premium,40
3222,Linda Peterson,low-cost,51
3223,Mary Moore MD,business,34
3224,Monica Moore,business,45
3225,Pamela Rich,economy,39
3226,Aaron Leon,economy,22
3227,Craig Rodriguez,low-cost,57
3228,Anthony French,business,29
3229,Gregory Campbell,low-cost,8
3230,Christina Gill,economy,44
3231,Jenna Nguyen,economy,27
3232,Vanessa Sanders,business,24
3233,Karen Moore,low-cost,35
3234,Jennifer Davis,business,37
3235,Kimberly Williams,business,12
3236,David Johnson,economy,37
3237,Olivia Benton,low-cost,18
3239,Roger Gray,economy,37
3240,Pamela Benjamin,business,28
3241,Thomas Martinez,business,33
3242,Terrence Schmidt,low-cost,20
3243,Rebecca Wilson,economy,22
3244,Matthew Mcintosh,low-cost,22
3245,Shelly Marquez,low-cost,29
3246,Jeffrey Smith,business,7
3247,Stephen Riley,low-cost,35
3248,Elizabeth Rivera,economy,35
3249,David Durham,low-cost,47
3250,Lisa Castillo MD,low-cost,28
3251,Keith Harmon,economy,27
3252,Steven Hernandez,economy,17
3253,Valerie Jones,business,58
3254,Kimberly Perkins MD,economy,27
3255,Jared Hernandez,low-cost,5
3256,Alexis Gallagher,economy,19
3257,Jill Daniel,economy,58
3258,Amanda Jenkins,low-cost,69
3259,Denise Gonzales,premium,25
3260,Elizabeth Lopez,premium,12
3261,Karen Gordon,economy,42
3262,Kayla Sims,business,44
3263,Crystal Nelson,premium,27
3264,Jason Murray,low-cost,33
3265,Danny Bowers,low-cost,32
3266,Timothy Lane,low-cost,34
3267,James Blackburn,economy,39
3268,Katherine Arnold,business,4
3269,Rachel Lyons,economy,23
3270,Brenda Choi,economy,42
3271,Sandra Ryan,economy,27
3272,Lisa Hines,economy,55
3273,Rebecca Taylor,low-cost,30
3274,Daniel Williams,business,44
3275,Matthew Carlson,low-cost,41
3276,Robert Burgess,low-cost,67
3277,Mrs. Bianca Kim,premium,32
3278,Stephanie Lopez,low-cost,28
3279,John Knight,economy,53
3280,Wendy Smith,low-cost,38
3281,Evan Russell,economy,17
3282,Kevin Downs,economy,38
3283,Dylan Delgado,economy,47
3284,Joel Bond,economy,40
3285,Karen Cross,economy,22
3286,Katrina Hill,low-cost,37
3287,Ronald Winters,low-cost,31
3288,Todd Gordon,economy,11
3289,Matthew Davis,economy,35
3290,Ariel Boyle,business,31
3291,Megan Hayes,economy,34
3292,Nicholas Herrera,low-cost,35
3293,Crystal Hart,economy,31
3294,Steven Rice,business,25
3295,Jacob Murphy,economy,11
3296,Alex Williams,low-cost,17
3297,Laura Wong,low-cost,40
3298,Justin Clark,premium,44
3299,Chelsea Thompson,economy,38
3300,Lisa Morgan,business,27
3301,William Brandt,premium,44
3302,Benjamin Santiago,business,37
3303,Thomas Cooper,economy,35
3304,Russell Torres Jr.,low-cost,26
3305,Theresa Christensen,business,49
3306,Samantha Hood,low-cost,28
3307,Terry Wiley,low-cost,33
3308,Walter Kirby,low-cost,35
3309,Michael Smith,low-cost,22
3310,Hannah Hansen,low-cost,21
3311,Jacob Pierce,economy,28
3312,Melinda Diaz,economy,44
3313,Tara Parker,premium,51
3314,Brandon Cain,low-cost,24
3315,Bryan Berg,economy,30
3316,Rebecca Schwartz,business,21
3317,Justin Walker,business,30
3318,Phillip Short,economy,19
3319,Kathleen Richards,low-cost,34
3320,Bryan Burton,low-cost,32
3321,Kathryn Moore,economy,23
3322,Taylor Cook,low-cost,26
3323,Jessica Adams,low-cost,38
3324,Brett Johnson,economy,39
3325,Angela Chung,business,38
3326,Eric Pineda,economy,31
3327,Nicole Smith,premium,59
3328,Tyler Sanchez,low-cost,22
3329,Bonnie Fernandez,economy,38
3330,John Wilson,low-cost,23
3331,Michael Harris,business,30
3332,Jennifer Davis,premium,23
3333,Jonathan Castro,business,23
3334,Peter Bishop,low-cost,29
3335,Jeffrey Jones,premium,35
3336,Matthew Perry,business,36
3337,Timothy Kent,low-cost,38
3338,Travis Taylor,premium,54
3339,Patrick Jackson,low-cost,41
3340,Jennifer Hartman,low-cost,53
3341,Alexander Jones,business,28
3342,Marcia Haney,low-cost,24
3343,Gregory Duncan,business,37
3344,Anthony Boyle,low-cost,5
3345,Tyler Bennett,business,18
3346,Stephen Christian,economy,59
3347,Nicole Flores,low-cost,30
3348,Jeffrey Alvarez,economy,52
3349,Antonio Carter,low-cost,31
3350,Darrell Frey,business,30
3351,Jennifer Wilkins,low-cost,26
3352,Katherine Baker,low-cost,41
3353,Rhonda Lam,low-cost,31
3354,James Bell,economy,23
3355,Daniel Jackson,low-cost,47
3356,Angela Wilcox,business,32
3357,Amanda Cooper,business,35
3358,Brendan Rush,economy,22
3359,Robert Fitzgerald,economy,27
3360,Eugene Gonzalez,economy,31
3361,Vanessa Arnold,business,28
3362,Harry Young,economy,9
3363,Patrick Garcia,economy,12
3364,Dr. Tonya Weiss PhD,low-cost,31
3365,Kathryn Burke,premium,28
3366,Lisa Ward,business,21
3367,Joel Knapp,premium,40
3368,Jessica Bender,economy,15
3369,Paul Harris,premium,45
3370,Heather Edwards,economy,31
3371,Craig Morgan,business,17
3372,Tami Avila,economy,37
3373,David Vasquez,low-cost,18
3374,Natalie Hoover,low-cost,34
3375,William Taylor,premium,15
3376,Sean Garrison,low-cost,24
3377,Jessica Sweeney,economy,25
3378,Danielle Tate,economy,50
3379,Paul Arnold,low-cost,56
3380,Maurice Wilson,premium,35
3381,Shawn Perez,premium,53
3382,Amanda Orozco,economy,15
3383,Laurie Cannon,low-cost,25
3384,Charles Marsh,low-cost,12
3385,Shawn Hill,business,12
3386,Ana Mcdonald,low-cost,11
3387,Brian Bruce,low-cost,40
3388,Michael Kim,economy,39
3389,David Ellis,premium,30
3390,Donald Perry,low-cost,9
3391,Regina Jones,economy,23
3392,David Cherry,business,28
3393,James Howell,premium,32
3394,Patrick Gross,business,14
3395,Jay Sanders,low-cost,43
3396,Mr. David Petty,economy,25
3397,David Allen,low-cost,18
3398,Keith Davis,business,48
3399,Meagan Beasley,premium,17
3400,Melanie Garcia,business,12
3401,Laura Patel,economy,27
3402,Peter Brown DDS,premium,28
3403,Jorge Rose,business,27
3404,David Dominguez,low-cost,31
3405,Mr. Luke Morrow,economy,34
3406,Ethan Howe,economy,42
3407,Eric Bautista,low-cost,44
3408,Bradley Nelson,economy,33
3409,Sandra Simmons,business,31
3410,Joseph Jackson,economy,50
3411,Kendra Roberts,economy,32
3412,Rachel Lee,business,21
3413,Jessica Thompson,low-cost,49
3414,Kenneth Oneal,low-cost,32
3415,Virginia Reynolds,business,28
3416,Brenda Wilson,low-cost,45
3417,Jamie Davis,economy,29
3418,Justin Wang,economy,43
3419,Ethan Wise,business,29
3420,Robert Clay,business,23
3421,Christy Williams,economy,10
3422,Mario Hart,premium,57
3423,David Case,business,26
3424,Dawn Armstrong,low-cost,49
3425,William Arias,premium,36
3426,Ms. Jordan Escobar MD,low-cost,26
3427,Mr. Joe Monroe MD,low-cost,32
3428,David Holt,economy,41
3429,Jasmine Mckee,business,25
3430,Elizabeth Burke,low-cost,38
3431,Mrs. Julie Evans MD,economy,30
3432,John Stone,business,30
3433,Debra Harper,low-cost,39
3434,Austin Clark,business,50
3435,Kimberly Andrews,business,58
3436,Joseph Williams,low-cost,46
3437,Scott Simpson,low-cost,29
3438,Johnny Marquez,business,41
3439,John Young,economy,23
3440,Tyler Evans,economy,25
3441,Brandi Taylor,low-cost,34
3442,Laura Rhodes,business,35
3443,Victoria Kirby,economy,21
3444,Nicholas Thompson,business,26
3445,Amber Smith,premium,35
3446,Ray Fox,economy,36
3447,Courtney Lynch,low-cost,29
3448,Jennifer Hale,low-cost,45
3449,Matthew Lee,economy,29
3450,Amy Douglas,low-cost,29
3451,Priscilla Cruz,economy,31
3452,Janet Rasmussen,economy,27
3453,John Garcia,low-cost,33
3454,David Johnson,low-cost,33
3455,Roger Williams,economy,24
3457,Jacob Washington,low-cost,38
3458,Stacey Marsh,economy,34
3459,John May,economy,66
3460,Robin Lewis,low-cost,41
3461,Connie Mitchell,business,26
3462,Lauren Brown,business,55
3463,Michael Brown,business,30
3464,John Robinson,low-cost,47
3465,Gregory Gray,economy,43
3466,Terri King,economy,45
3467,Cory Gaines,economy,15
3468,Alexis Cowan,economy,46
3469,Tracy Reeves,low-cost,44
3470,James Lane,business,31
3471,Marcus Garcia,low-cost,45
3472,Brooke Warren,economy,32
3473,Jason Lutz,economy,34
3474,Paul Jones,economy,41
3475,Mindy Mccarty,economy,36
3476,Stacie Fischer,premium,35
3477,Benjamin Bishop,economy,48
3478,Belinda Morales,premium,38
3479,Aaron James,low-cost,27
3480,Derrick Grimes,business,28
3481,Dana Williams,premium,23
3482,Angela Rogers,low-cost,31
3483,Lisa Olson,low-cost,51
3484,Antonio Morgan,business,54
3485,Kevin Andrews,business,27
3486,Gary Davis,business,2
3487,Sharon Brooks,low-cost,52
3488,Alexandra Franco,premium,53
3489,Christina Wright,low-cost,11
3490,David Cox,low-cost,30
3491,Felicia Walls,low-cost,39
3492,Thomas Benson,business,41
3493,Jared Martin,economy,18
3494,Laura Lopez,low-cost,28
3495,Wayne Lopez,economy,36
3496,Jeff King,economy,19
3497,James Archer,low-cost,28
3498,Amy Rivera,economy,45
3499,Justin Morris,business,21
3500,Vanessa Mendoza,economy,37
3501,Jason Martinez,low-cost,43
3502,Ryan Powell,premium,49
3503,Cynthia Thompson,premium,22
3504,Charles Moore,business,28
3505,Steven Underwood,economy,37
3506,Michael Snyder,economy,28
3507,Rebecca Olsen,business,18
3508,Richard Watson,business,26
3509,Emily Wise,premium,20
3510,Tracy Byrd,economy,12
3511,Amanda Harrison,economy,43
3512,Kenneth Horne,business,20
3513,Jeffery Farmer,business,30
3514,Sarah Gardner,premium,44
3515,Christopher Wells,business,33
3516,Lisa Leach,low-cost,39
3517,Ethan Jones,economy,24
3518,Ashley Brown,economy,31
3519,Willie Duke,low-cost,44
3520,Michael Wright,low-cost,34
3521,Matthew Chen,economy,35
3522,Melissa Arnold,business,43
3523,John Taylor,low-cost,41
3524,Dr. Jennifer Brewer,economy,39
3525,Tiffany Yu,premium,39
3526,Edwin Patterson,low-cost,46
3527,Brent Oconnell,low-cost,19
3528,John Snyder,business,30
3529,Jennifer Austin,economy,39
3530,Andrew Hawkins,low-cost,31
3531,Christopher Cole,business,25
3532,Rhonda Woods,low-cost,24
3533,Robert James,low-cost,20
3534,Brian Butler,economy,29
3535,Susan Jacobs,low-cost,21
3536,Jacqueline Berry,economy,43
3537,Desiree Kelly,low-cost,23
3538,Robert Patterson,economy,43
3539,Charles Douglas,economy,31
3540,Linda Munoz,economy,34
3541,Timothy Fleming,premium,27
3542,David Webb,business,16
3543,Daniel Hughes,economy,24
3544,Ryan Spence Jr.,low-cost,7
3545,Ashley Taylor,low-cost,36
3546,Matthew Fowler,economy,38
3547,Kathy Martin,business,11
3548,Lisa Powell,business,47
3549,Joyce Vazquez,business,13
3550,Carmen Green MD,economy,27
3551,David Martinez,business,33
3552,Daniel Phillips,low-cost,12
3553,Steven Williams,low-cost,1
3554,Ryan Zuniga,economy,61
3555,Cameron Stevens,low-cost,29
3556,Denise Hanson,premium,34
3557,Zachary Underwood,low-cost,15
3558,Lisa Higgins,economy,28
3559,Laura Vasquez,low-cost,54
3560,Wesley Rogers,business,20
3561,Manuel King,economy,6
3562,Elizabeth Schultz,low-cost,36
3563,Mr. Gary Bailey DVM,low-cost,7
3564,Katrina Green,low-cost,59
3565,Katie Atkins,low-cost,34
3566,Brett Kirby,economy,24
3567,Andrew Bennett,economy,35
3568,Patrick Garcia,low-cost,48
3569,Brian Goodwin,economy,28
3570,Suzanne Knight,premium,19
3571,Paul Williams,business,33
3572,Ann Johnson,business,41
3573,Brian Elliott,economy,19
3574,Joseph Love,business,11
3575,John Gutierrez,economy,32
3576,Teresa Gonzales,low-cost,43
3577,Kari Vasquez,economy,39
3578,David Cherry,economy,48
3579,Mariah Patrick,economy,45
3580,Kirk Brooks,low-cost,36
3581,Thomas Ramirez,business,31
3582,Crystal Miller,economy,44
3583,Shannon Gonzalez,economy,27
3584,Mrs. Suzanne Wilcox,economy,39
3585,Shannon Walker,low-cost,21
3586,Christine Ross,low-cost,28
3587,Nicole Davis,low-cost,56
3588,Latoya Hanna,low-cost,20
3589,Cheyenne Sweeney,economy,47
3590,Michael Moore,business,31
3591,Jennifer King,economy,18
3592,Latoya Cervantes,low-cost,52
3593,Mrs. Angela Brown,economy,34
3594,Clinton Acosta,premium,34
3595,Helen Warren,low-cost,21
3596,John White,economy,44
3597,Patrick May,business,38
3598,Christian Mendoza,economy,6
3599,Jeffrey Thomas,business,41
3600,David Delgado,economy,33
3601,Eric Gonzalez,premium,35
3602,Kelly Nielsen,business,34
3603,Joy Williams,economy,33
3604,Christopher Herring,low-cost,10
3605,Megan Sullivan,business,30
3606,John Chen,economy,25
3607,Rachel Wade,low-cost,37
3608,Veronica Kelley,low-cost,35
3609,Daniel Murray,low-cost,30
3610,Andrea Martinez,business,25
3611,Teresa Taylor,business,42
3612,Alexis Quinn,economy,34
3613,Yesenia Williams,economy,25
3614,Christopher Carlson,premium,38
3615,Kenneth Walter,business,45
3616,Matthew Snyder,economy,56
3617,Billy Cole,economy,52
3618,Elizabeth Harper,economy,32
3619,Andrew Rios,business,37
3620,Amanda Gonzalez,low-cost,17
3621,George Brown,premium,32
3622,Trevor Case,low-cost,42
3623,Ms. Cynthia Myers,economy,34
3624,Haley Frank,low-cost,28
3625,Daryl Reed,low-cost,55
3626,Robert Jones,low-cost,9
3627,Karen Patel,economy,27
3628,Ann Nelson,premium,25
3629,Katherine Hernandez,economy,27
3630,Anthony Fleming,economy,22
3631,Amy Mason,premium,24
